track_album_id,track_id,track_album_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_available_markets,track_explicit,track_type,artist_main,artist_number_featured,track_popularity,track_album_release_date,track_album_release_date_precision,track_duration_ms,track_album_total_tracks,award_status
5UwIyIyFzkM7wKeGtRJPgB,08bZOAr9YLpCLL0Jmtsgbi,The Sign,Wheel of Fortune,0.785,0.79,10,-6.836,0,0.0555,0.0366,0.0223,0.0845,0.815,91.753,4,185,False,track,Ace of Base,0,50,1993-12-24,day,234106,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,21ra9MgsyMTrxCvIPObFGL,The Sign,"Waiting for Magic - Total Remix 7"" Version",0.667,0.936,4,-6.689,1,0.0314,0.0172,0.451,0.0726,0.834,126.111,4,185,False,track,Ace of Base,0,30,1993-12-24,day,231560,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,7fb22pjF62S9r1s1pian5K,The Sign,Happy Nation,0.67,0.867,1,-5.136,1,0.0368,0.00123,0.00472,0.0796,0.67,96.049,4,0,False,track,Ace of Base,0,0,1993-12-24,day,255413,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,2F71FlxVyNcoHj3MrHJF5e,The Sign,Voulez-Vous danser,0.707,0.976,4,-4.784,0,0.0568,0.0017,0.00122,0.0315,0.923,129.028,4,185,False,track,Ace of Base,0,33,1993-12-24,day,200173,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,2Ol8ieTGPnzi9kVvZ1f7IN,The Sign,My Mind - Mindless Mix,0.6,0.935,5,-8.285,0,0.0327,0.00246,0.61,0.106,0.414,122.044,4,185,False,track,Ace of Base,0,29,1993-12-24,day,251146,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,372oGXavXzqZJp5hzXxZlu,The Sign,All That She Wants - Banghra Version,0.742,0.706,8,-9.298,0,0.0513,0.000429,0.73,0.22,0.591,93.748,4,185,False,track,Ace of Base,0,26,1993-12-24,day,257120,13,nominee
5UwIyIyFzkM7wKeGtRJPgB,6IcW0DmqcuVESqTIbgkyH8,The Sign,Mr Ace (Demo 1991) - Bonus Track,0.776,0.881,1,-8.393,1,0.0809,0.0603,0.000215,0.0554,0.799,89.919,4,185,False,track,Ace of Base,0,24,1993-12-24,day,201691,13,nominee
0m5E4LzAWRkdAPbWGHax0Q,7duEwoBcTXRhoXXlFUkySJ,Turbulent Indigo,Sunny Sunday,0.752,0.114,1,-20.251,1,0.0309,0.771,0.000258,0.114,0.294,108.054,4,184,False,track,Joni Mitchell,0,33,1994-10-25,day,156933,10,winner
0m5E4LzAWRkdAPbWGHax0Q,6sV8XSnyxCkVDy8sM275zf,Turbulent Indigo,Sex Kills,0.661,0.569,5,-9.208,1,0.0252,0.191,0.00428,0.107,0.392,113.994,4,184,False,track,Joni Mitchell,0,22,1994-10-25,day,237493,10,winner
0m5E4LzAWRkdAPbWGHax0Q,2h1UHSZ4hU0uZkqdLceDVr,Turbulent Indigo,How Do You Stop,0.738,0.299,6,-14.05,1,0.0281,0.632,0.00525,0.147,0.683,105.98,4,184,False,track,Joni Mitchell,0,23,1994-10-25,day,249226,10,winner
0m5E4LzAWRkdAPbWGHax0Q,5c6QtppE0IKNbJR1z4RKCu,Turbulent Indigo,Turbulent Indigo,0.797,0.379,1,-17.23,0,0.0497,0.75,0.213,0.11,0.474,136.401,3,184,False,track,Joni Mitchell,0,21,1994-10-25,day,214200,10,winner
0m5E4LzAWRkdAPbWGHax0Q,76keUnX6s7sKyWav3F8fo3,Turbulent Indigo,Last Chance Lost,0.809,0.174,3,-14.756,1,0.0336,0.743,0.0284,0.11,0.206,114.097,4,184,False,track,Joni Mitchell,0,19,1994-10-25,day,194533,10,winner
0m5E4LzAWRkdAPbWGHax0Q,2zTlByELcZXPeLYxFLf66e,Turbulent Indigo,The Magdalene Laundries,0.669,0.224,6,-13.861,0,0.034,0.847,0.0102,0.099,0.145,120.129,4,184,False,track,Joni Mitchell,0,24,1994-10-25,day,244533,10,winner
0m5E4LzAWRkdAPbWGHax0Q,5QUBmoVPLT25eaeesozYrf,Turbulent Indigo,Not to Blame,0.615,0.153,4,-18.705,1,0.0314,0.891,0.00976,0.0954,0.112,105.838,4,184,False,track,Joni Mitchell,0,19,1994-10-25,day,258173,10,winner
0m5E4LzAWRkdAPbWGHax0Q,1Nrhb4a35ODasSOcbBhhvM,Turbulent Indigo,Borderline,0.724,0.177,11,-15.882,1,0.0323,0.669,8.34e-05,0.11,0.355,115.073,4,184,False,track,Joni Mitchell,0,19,1994-10-25,day,287866,10,winner
0m5E4LzAWRkdAPbWGHax0Q,5BnL8EP2JfNddrdtcPc2Rd,Turbulent Indigo,Yvette in English,0.668,0.179,9,-16.442,0,0.0314,0.895,0.012,0.111,0.324,115.991,4,184,False,track,Joni Mitchell,0,18,1994-10-25,day,316560,10,winner
0m5E4LzAWRkdAPbWGHax0Q,2ViLGVtuZyCY3cQb8mmsyi,Turbulent Indigo,The Sire of Sorrow (Job's Sad Song),0.719,0.283,2,-13.745,1,0.0306,0.614,7.82e-05,0.195,0.431,115.104,4,184,False,track,Joni Mitchell,0,23,1994-10-25,day,427200,10,winner
1saoZHjleM0tAQQoCvpMrB,0NaU4I4x6dGFBxaMoAFBow,Bedtime Stories,Survival,0.732,0.623,7,-9.004,1,0.0334,0.106,0.0,0.0704,0.736,94.994,4,184,False,track,Madonna,0,37,1994-10-25,day,211373,11,nominee
1saoZHjleM0tAQQoCvpMrB,15FcP9qwmIKqaD5NhfhNpu,Bedtime Stories,Secret,0.813,0.655,1,-7.884,1,0.0262,0.101,6.65e-05,0.146,0.46,99.982,4,184,False,track,Madonna,0,51,1994-10-25,day,304933,11,nominee
1saoZHjleM0tAQQoCvpMrB,0R3yZfMz44HNbeALPc93XZ,Bedtime Stories,I'd Rather Be Your Lover,0.79,0.756,11,-6.908,1,0.0938,0.221,9.87e-05,0.114,0.724,91.913,4,184,False,track,Madonna,0,34,1994-10-25,day,279733,11,nominee
1saoZHjleM0tAQQoCvpMrB,6eB4UdPtmFYzT8JEhKj5tt,Bedtime Stories,Don't Stop,0.733,0.789,4,-7.95,0,0.0584,0.00227,0.000622,0.0618,0.622,94.858,4,184,False,track,Madonna,1,33,1994-10-25,day,278133,11,nominee
1saoZHjleM0tAQQoCvpMrB,0u6SzAN3aBaI2v8d2GrFdG,Bedtime Stories,Inside of Me,0.706,0.514,1,-11.437,1,0.0345,0.128,0.0247,0.0678,0.401,95.4,4,184,False,track,Madonna,0,36,1994-10-25,day,251933,11,nominee
1saoZHjleM0tAQQoCvpMrB,4Cna7QxOOTNnylVHLtShCi,Bedtime Stories,Human Nature,0.691,0.571,10,-7.737,0,0.0347,0.0313,0.206,0.118,0.641,92.528,4,184,False,track,Madonna,0,45,1994-10-25,day,293933,11,nominee
1saoZHjleM0tAQQoCvpMrB,5mAXJZc79Zqyclv01jCFtT,Bedtime Stories,Forbidden Love,0.599,0.506,8,-9.83,0,0.0343,0.254,6.15e-05,0.215,0.504,74.996,4,184,False,track,Madonna,0,35,1994-10-25,day,249253,11,nominee
1saoZHjleM0tAQQoCvpMrB,1bldGtiBMkXpSCzAiH7j6r,Bedtime Stories,Love Tried to Welcome Me,0.694,0.486,6,-8.469,0,0.0247,0.226,0.0161,0.241,0.341,92.09,4,184,False,track,Madonna,0,35,1994-10-25,day,321426,11,nominee
1saoZHjleM0tAQQoCvpMrB,5vx8H6cFunr9wl2hhBIrvj,Bedtime Stories,Sanctuary,0.592,0.526,7,-12.471,1,0.0741,0.153,0.0205,0.0995,0.416,170.321,4,184,False,track,Madonna,1,35,1994-10-25,day,303133,11,nominee
1saoZHjleM0tAQQoCvpMrB,1dOXmR1VsGmkM9c72ka0je,Bedtime Stories,Bedtime Story,0.712,0.612,0,-12.74,1,0.0441,0.831,0.441,0.118,0.526,112.028,4,184,False,track,Madonna,0,41,1994-10-25,day,292906,11,nominee
1saoZHjleM0tAQQoCvpMrB,5oqukcHWfqq7HGjyKwLX1y,Bedtime Stories,Take a Bow,0.568,0.366,8,-8.854,1,0.0258,0.417,3.39e-06,0.0664,0.311,79.98,4,184,False,track,Madonna,0,54,1994-10-25,day,321360,11,nominee
2vk0n8aeQSO74VtQBbNDPR,5EQzuYfTZt7B2LqlvTF49l,Falling into You,It's All Coming Back to Me Now,0.384,0.438,0,-9.149,1,0.0362,0.753,0.0,0.101,0.287,87.903,4,185,False,track,Céline Dion,0,71,1996-03-11,day,456866,16,winner
2vk0n8aeQSO74VtQBbNDPR,28UMiBhn383n9S7GL4tsxD,Falling into You,"Because You Loved Me (Theme from ""Up Close and Personal"")",0.615,0.467,1,-9.883,1,0.0327,0.314,0.0,0.099,0.177,119.919,4,185,False,track,Céline Dion,0,74,1996-03-11,day,273666,16,winner
2vk0n8aeQSO74VtQBbNDPR,7KWMxUH7lORLTob6aMpXBU,Falling into You,Falling Into You,0.371,0.505,2,-9.052,0,0.0314,0.382,0.0,0.115,0.564,193.246,4,185,False,track,Céline Dion,0,52,1996-03-11,day,258239,16,winner
2vk0n8aeQSO74VtQBbNDPR,4YenwP7sh9N4jIb6YP7dEB,Falling into You,Make You Happy,0.572,0.768,5,-6.378,0,0.057,0.0387,0.0,0.298,0.61,175.827,4,185,False,track,Céline Dion,0,39,1996-03-11,day,271226,16,winner
2vk0n8aeQSO74VtQBbNDPR,2AOQu67ykWymbJyompxTJ2,Falling into You,Seduces Me,0.278,0.369,7,-10.364,0,0.0389,0.67,0.00072,0.0865,0.183,176.663,3,185,False,track,Céline Dion,0,41,1996-03-11,day,226306,16,winner
2vk0n8aeQSO74VtQBbNDPR,0gsl92EMIScPGV1AU35nuD,Falling into You,All By Myself,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515,4,185,False,track,Céline Dion,0,67,1996-03-11,day,312306,16,winner
2vk0n8aeQSO74VtQBbNDPR,29002jpB0oFhkxzbL7rW8e,Falling into You,Declaration Of Love,0.718,0.895,0,-6.718,1,0.0324,0.0483,0.0,0.0855,0.856,117.049,4,185,False,track,Céline Dion,0,35,1996-03-11,day,260532,16,winner
2vk0n8aeQSO74VtQBbNDPR,6yfx76QsLGsfkaPoCFliZ5,Falling into You,(You Make Me Feel Like) A Natural Woman,0.599,0.459,1,-8.786,0,0.0297,0.184,0.0,0.351,0.152,104.721,3,185,False,track,Céline Dion,0,45,1996-03-11,day,220893,16,winner
2vk0n8aeQSO74VtQBbNDPR,6Ku1myU5FfKc2zKERF9p9I,Falling into You,Dreamin' Of You,0.528,0.482,9,-8.872,1,0.03,0.254,0.0,0.285,0.264,166.073,4,185,False,track,Céline Dion,0,44,1996-03-11,day,307733,16,winner
2vk0n8aeQSO74VtQBbNDPR,7hyFKrPZo1Zv4D35MpTBdr,Falling into You,I Love You,0.438,0.496,1,-7.905,0,0.0262,0.436,0.0,0.225,0.257,176.984,3,185,False,track,Céline Dion,0,64,1996-03-11,day,330200,16,winner
2vk0n8aeQSO74VtQBbNDPR,0VZpmCCcRhT3DC7T03Z2zX,Falling into You,If That's What It Takes,0.661,0.495,2,-9.159,1,0.0457,0.145,3.89e-06,0.0639,0.434,89.944,4,185,False,track,Céline Dion,0,54,1996-03-11,day,252493,16,winner
2vk0n8aeQSO74VtQBbNDPR,7IO7mCItjtSPtzlCjQoAkR,Falling into You,I Don't Know,0.366,0.483,4,-8.411,0,0.0367,0.303,2.83e-05,0.079,0.0372,180.064,3,185,False,track,Céline Dion,0,39,1996-03-11,day,278906,16,winner
2vk0n8aeQSO74VtQBbNDPR,1qNjY6nEGbZ9XJ6rpaG0Eq,Falling into You,"River Deep, Mountain High",0.476,0.886,0,-5.86,0,0.0668,0.114,0.0,0.81,0.653,166.964,4,185,False,track,Céline Dion,0,51,1996-03-11,day,250560,16,winner
2vk0n8aeQSO74VtQBbNDPR,0YYlJbsHyQjsJo5SB3cCyl,Falling into You,Your Light,0.587,0.659,0,-9.221,1,0.0355,0.0873,0.0,0.354,0.225,147.964,4,185,False,track,Céline Dion,0,33,1996-03-11,day,312493,16,winner
2vk0n8aeQSO74VtQBbNDPR,1yUIeh8Ej867Ypws1fgqTp,Falling into You,Call The Man,0.569,0.372,10,-10.429,1,0.0307,0.625,0.00043,0.0839,0.188,126.125,4,185,False,track,Céline Dion,0,46,1996-03-11,day,368266,16,winner
2vk0n8aeQSO74VtQBbNDPR,0LsWdE6bcHILiIRfCytDJC,Falling into You,Fly,0.233,0.131,4,-17.202,1,0.0381,0.918,2.61e-05,0.0687,0.0676,86.493,1,185,False,track,Céline Dion,0,40,1996-03-11,day,178200,16,winner
3XsOzkIBoHsxZ7jP3QF2oB,327yGshtQlY2EER4LUAUBh,New Beginning,Heaven's Here on Earth,0.478,0.335,9,-11.701,0,0.0322,0.57,3.3e-06,0.125,0.374,128.273,4,184,False,track,Tracy Chapman,0,33,1995-10-31,day,323666,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,08EcoOiDmOY7f6HYgBqEnj,New Beginning,New Beginning,0.634,0.455,4,-11.18,0,0.038,0.243,0.0449,0.0848,0.762,125.19,4,184,False,track,Tracy Chapman,0,39,1995-10-31,day,333173,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,6sGwACtF7BG4oht0ahdpS8,New Beginning,Smoke and Ashes,0.508,0.489,9,-11.604,1,0.027,0.429,9.82e-05,0.0925,0.592,143.062,4,184,False,track,Tracy Chapman,0,43,1995-10-31,day,399200,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,1bsna3fBBE9dbUsHXxkVLZ,New Beginning,Cold Feet,0.463,0.253,7,-14.675,1,0.0294,0.69,0.000159,0.204,0.144,99.585,4,184,False,track,Tracy Chapman,0,33,1995-10-31,day,340560,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,1GY4RUcd0kDh3GNRKPZojC,New Beginning,At This Point in My Life,0.496,0.284,9,-13.795,1,0.0378,0.726,0.00018,0.123,0.187,80.629,4,184,False,track,Tracy Chapman,0,42,1995-10-31,day,308666,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,2HO2bnoMrpnZUbUqiilLHi,New Beginning,The Promise,0.496,0.0975,1,-17.234,1,0.0318,0.703,0.000714,0.0951,0.36,141.397,4,184,False,track,Tracy Chapman,0,58,1995-10-31,day,327866,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,0Mrijz8ZQ9Fg3VE2JQbo9s,New Beginning,The Rape of the World,0.622,0.279,9,-13.058,0,0.0319,0.91,0.00105,0.147,0.137,112.388,4,184,False,track,Tracy Chapman,0,30,1995-10-31,day,427800,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,16RlDozkpCXrxHci387dBm,New Beginning,Tell It like It Is,0.466,0.601,4,-10.365,0,0.0369,0.436,0.139,0.0858,0.736,179.083,4,184,False,track,Tracy Chapman,0,31,1995-10-31,day,364893,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,4vDBJeeQCbhP9FaPPMsYkY,New Beginning,Give Me One Reason,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,4,184,False,track,Tracy Chapman,0,71,1995-10-31,day,268333,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,5QL7qe44ji2KCmb0S8PZQO,New Beginning,Remember the Tinman,0.599,0.131,5,-15.064,0,0.0414,0.92,1.65e-05,0.122,0.404,145.402,4,184,False,track,Tracy Chapman,0,32,1995-10-31,day,345373,11,nominee
3XsOzkIBoHsxZ7jP3QF2oB,6cSJrWYXLkNm9GelBzaoQ6,New Beginning,I'm Ready,0.417,0.239,0,-12.447,1,0.0311,0.766,0.000491,0.104,0.386,178.515,4,184,False,track,Tracy Chapman,0,38,1995-10-31,day,295960,11,nominee
3E7Sj3kKbxY1Tsp7U0SKQi,5PbfvaBgQHwUI2NEilk9RN,Hourglass,Line 'Em Up,0.762,0.346,4,-12.959,0,0.0344,0.629,0.000126,0.0971,0.297,119.968,4,185,False,track,James Taylor,0,28,1997-05-20,day,282506,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,153KKNnw2TZh4L1FiqggRp,Hourglass,Enough To Be On Your Way,0.595,0.212,2,-14.5,0,0.0325,0.81,0.000207,0.116,0.174,110.945,4,185,False,track,James Taylor,0,23,1997-05-20,day,326933,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,2J89bAuhj02USwAr7jyVFV,Hourglass,Little More Time with You,0.72,0.461,9,-9.521,0,0.0436,0.208,8.08e-05,0.213,0.294,124.891,4,185,False,track,James Taylor,0,27,1997-05-20,day,230933,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,4HvUn2UZobWGX6BLijuaru,Hourglass,Gaia,0.52,0.223,4,-15.125,1,0.0307,0.845,0.119,0.0838,0.0788,89.003,4,185,False,track,James Taylor,0,24,1997-05-20,day,328866,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,6QIH6LDpJwtu6Wt3kkrco2,Hourglass,Ananas,0.836,0.414,4,-12.831,0,0.0274,0.413,0.0233,0.09,0.713,100.022,4,185,False,track,James Taylor,0,19,1997-05-20,day,342400,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,2di380jNR8DLZ72ZdN06e6,Hourglass,Jump Up Behind Me,0.696,0.478,5,-13.305,1,0.0598,0.37,0.00105,0.175,0.543,95.018,4,185,False,track,James Taylor,0,21,1997-05-20,day,208306,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,5lu9nUZStqCZrk8mvJvdpS,Hourglass,Another Day,0.334,0.188,1,-15.088,0,0.0529,0.771,8.57e-05,0.113,0.28,182.58,4,185,False,track,James Taylor,0,24,1997-05-20,day,141373,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,1N7oGtGMR3GzIN1WpcS62z,Hourglass,Up Er Mei,0.709,0.372,5,-13.71,1,0.029,0.413,0.0853,0.131,0.401,141.98,4,185,False,track,James Taylor,0,17,1997-05-20,day,226933,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,3McJMHQcLIxOhl4GFVOkKX,Hourglass,Up From Your Life,0.342,0.307,9,-11.362,1,0.0307,0.501,0.00346,0.191,0.151,91.301,3,185,False,track,James Taylor,0,17,1997-05-20,day,314773,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,7pX7MnSkQ2zJ0OhZbJy21C,Hourglass,Yellow and Rose,0.67,0.58,2,-10.551,1,0.0307,0.524,0.00754,0.177,0.673,137.897,4,185,False,track,James Taylor,0,17,1997-05-20,day,293600,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,4K5KFqVDdDInzT6NWklNMH,Hourglass,Boatman,0.701,0.373,4,-11.51,1,0.0285,0.571,2.86e-06,0.0989,0.344,104.048,4,185,False,track,James Taylor,0,19,1997-05-20,day,236600,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,2fNirB5RbToIiDQLRN0Krq,Hourglass,Walking My Baby Back Home,0.499,0.234,11,-14.486,1,0.0423,0.824,0.00116,0.105,0.335,97.58,4,185,False,track,James Taylor,0,20,1997-05-20,day,147533,13,winner
3E7Sj3kKbxY1Tsp7U0SKQi,7onpA2Bnovg4a2mhcbOrMf,Hourglass,Hangnail,0.33,0.393,2,-13.055,1,0.0405,0.0576,0.00394,0.152,0.24,178.913,5,185,False,track,James Taylor,0,13,1997-05-20,day,141333,13,winner
70MrKoi2AdCFBxKqeXDPHZ,2hwFQrMDzCPUr8vCanCw0E,The Dance,"The Chain - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.44,0.784,7,-7.688,1,0.0624,0.00149,0.000266,0.998,0.424,79.015,4,184,False,track,Fleetwood Mac,0,40,1997-08-19,day,310960,17,nominee
70MrKoi2AdCFBxKqeXDPHZ,6PgcfHSocgnc4pjDgTuJcm,The Dance,"Dreams - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.593,0.749,0,-7.828,1,0.0551,0.249,0.000477,0.431,0.646,120.987,4,184,False,track,Fleetwood Mac,0,38,1997-08-19,day,279066,17,nominee
70MrKoi2AdCFBxKqeXDPHZ,6xTtThCvuvIYHl1ddntJGj,The Dance,"Everywhere - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.53,0.809,4,-7.334,1,0.0365,0.0988,4.95e-05,0.826,0.582,119.483,4,184,False,track,Fleetwood Mac,0,38,1997-08-19,day,208733,17,nominee
70MrKoi2AdCFBxKqeXDPHZ,6ogxNURdCpRGmtOYbECyqg,The Dance,"Rhiannon - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.528,0.635,9,-9.716,0,0.0457,0.219,0.00032,0.815,0.325,125.951,4,184,False,track,Fleetwood Mac,0,38,1997-08-19,day,408373,17,nominee
70MrKoi2AdCFBxKqeXDPHZ,1Vb1iR09yHdwLO7Z7YSKcg,The Dance,"I'm so Afraid - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.452,0.752,5,-6.449,0,0.0617,0.000131,0.864,0.691,0.507,113.149,4,184,False,track,Fleetwood Mac,0,36,1997-08-19,day,465333,17,nominee
70MrKoi2AdCFBxKqeXDPHZ,2TeczJua7d0fQenCUUeyMI,The Dance,"Temporary One - Live at Warner Brothers Studios in Burbank, CA 5/23/97",0.455,0.886,2,-7.663,1,0.138,0.0684,9.67e-06,0.282,0.792,80.767,4,184,False,track,Fleetwood Mac,0,34,1997-08-19,day,240706,17,nominee
